fecha,dato
1989-01-01,0.3631937394289808
1989-01-15,0.32866572263128213
1989-02-01,0.27449492071866266
1989-02-15,0.24371064623794525
1989-03-01,0.21653951960681184
1989-03-15,0.2046492252551384
1989-04-01,0.19234693236693867
1989-04-15,0.19158506479780324
1989-05-01,0.18778038949566755
1989-05-15,0.18311656844826052
1989-06-01,0.17834447794527142
1989-06-15,0.17336361881326146
1989-07-01,0.16840024842824985
1989-07-15,0.16781858128073823
1989-08-01,0.16723982644685775
1989-08-15,0.1697345415086129
1989-09-01,0.16959009137827863
1989-09-15,0.17632329608990993
1989-10-01,0.18193209924034792
1989-10-15,0.1806586679850677
1989-11-01,0.18062763998350806
1989-11-15,0.18347888675673585
1989-12-01,0.18647198794544306
1989-12-15,0.20740495380859136
1990-01-01,0.22279478806271058
1990-01-15,0.22670989433193567
1990-02-01,0.2317349610202779
1990-02-15,0.23970433744052277
1990-03-01,0.24350770696251356
1990-03-15,0.2445395404454196
1990-04-01,0.2414672574303589
1990-04-15,0.2472196966891278
1990-05-01,0.2474460148775659
1990-05-15,0.2502924577450425
1990-06-01,0.258342196283015
1990-06-15,0.2637786387323575
1990-07-01,0.26855654512530047
1990-07-15,0.27412412121170604
1990-08-01,0.27948909154518264
1990-08-15,0.28211841869751586
1990-09-01,0.28664530279897393
1990-09-15,0.28686811985325944
1990-10-01,0.28571839475586414
1990-10-15,0.2867453094373371
1990-11-01,0.2913281419897549
1990-11-15,0.3128097028176864
1990-12-01,0.3073372076689058
1990-12-15,0.2914476547637197
1991-01-01,0.27375494962858693
1991-01-15,0.26841508751225884
1991-02-01,0.2663050144714647
1991-02-15,0.26295440197819087
1991-03-01,0.261185121753452
1991-03-15,0.259691674950574
1991-04-01,0.25759588923209664
1991-04-15,0.2515216700980638
1991-05-01,0.24717113751783626
1991-05-15,0.24301245397344462
1991-06-01,0.2342383888595747
1991-06-15,0.22785368906117354
1991-07-01,0.22229217592065287
1991-07-15,0.21706874478610705
1991-08-01,0.20912671476437827
1991-08-15,0.20604586790375468
1991-09-01,0.20355310631153478
1991-09-15,0.20139636844727882
1991-10-01,0.1981372974805835
1991-10-15,0.2002903564170717
1991-11-01,0.20345513185586572
1991-11-15,0.19110365884065628
1991-12-01,0.18932789981293996
1991-12-15,0.18658109149427027
1992-01-01,0.17991866031298365
1992-01-15,0.17903306657301576
1992-02-01,0.17441551768871766
1992-02-15,0.17153764766452562
1992-03-01,0.16868985623874289
1992-03-15,0.1678096010541037
1992-04-01,0.16667885237612
1992-04-15,0.16620977311829366
1992-05-01,0.16455111279560364
1992-05-15,0.1609949859895703
1992-06-01,0.15815442308201821
1992-06-15,0.1588086724644513
1992-07-01,0.15629490718407535
1992-07-15,0.1548772195446002
1992-08-01,0.15440521143226427
1992-08-15,0.15489036017922264
1992-09-01,0.15380991323155513
1992-09-15,0.15260036652637488
1992-10-01,0.1504382942569098
1992-10-15,0.14588617954159133
1992-11-01,0.13436653263620202
1992-11-15,0.12498262471864452
1992-12-01,0.12159267962793718
1992-12-15,0.11719085232942983
1993-01-01,0.11483251049345689
1993-01-15,0.11155841531089838
1993-02-01,0.10997900834200158
1993-02-15,0.108311296983709
1993-03-01,0.10530517227052227
1993-03-15,0.1034351465424892
1993-04-01,0.10111302560464863
1993-04-15,0.10073268086925369
1993-05-01,0.099918197277576
1993-05-15,0.1000081523970755
1993-06-01,0.09886763701206092
1993-06-15,0.09852555479840408
1993-07-01,0.09737360460807709
1993-07-15,0.09672602149710952
1993-08-01,0.0964059732064233
1993-08-15,0.09596783145701293
1993-09-01,0.09528630012522243
1993-09-15,0.09427909722856276
1993-10-01,0.09227140057381655
1993-10-15,0.09053280413941245
1993-11-01,0.0886642787029781
1993-11-15,0.08570617812864811
1993-12-01,0.08036660191047784
1993-12-15,0.07981866109302249
1994-01-01,0.07595646820600965
1994-01-15,0.0740094887024414
1994-02-01,0.07201449909626922
1994-02-15,0.07149332248963569
1994-03-01,0.07129965008951644
1994-03-15,0.07074598760260908
1994-04-01,0.07051581455638178
1994-04-15,0.06967988746991671
1994-05-01,0.06949297614366134
1994-05-15,0.06881979760577184
1994-06-01,0.06867703946912673
1994-06-15,0.06834883763896471
1994-07-01,0.06835219863111042
1994-07-15,0.06788539787631409
1994-08-01,0.06748560813466953
1994-08-15,0.06728290823698102
1994-09-01,0.06706834139257345
1994-09-15,0.06707641964609401
1994-10-01,0.06799785422598226
1994-10-15,0.06861135706856158
1994-11-01,0.06911746770895011
1994-11-15,0.06948128822386868
1994-12-01,0.06997548616323201
1994-12-15,0.07105259838046307
1995-01-01,0.09175287152478795
1995-01-15,0.1127485211527588
1995-02-01,0.13372338029543251
1995-02-15,0.15245537652497276
1995-03-01,0.18489843238957304
1995-03-15,0.22366175647599196
1995-04-01,0.28134474476690574
1995-04-15,0.30646190889719027
1995-05-01,0.33140194107615195
1995-05-15,0.3516059177166846
1995-06-01,0.37021036553558573
1995-06-15,0.3841941452105282
1995-07-01,0.39480233998786285
1995-07-15,0.40334299733299095
1995-08-01,0.4121863199098117
1995-08-15,0.4191646777263922
1995-09-01,0.4299476003124145
1995-09-15,0.4395798475520114
1995-10-01,0.4509630126944304
1995-10-15,0.4623116633208877
1995-11-01,0.4778742943451004
1995-11-15,0.49135042507195603
1995-12-01,0.5083035992368943
1995-12-15,0.530955919824496
1996-01-01,0.5246415145073591
1996-01-15,0.5098904852167248
1996-02-01,0.49578359524572857
1996-02-15,0.48326519186677697
1996-03-01,0.45398157931542116
1996-03-15,0.4216008176592667
1996-04-01,0.3779102421543912
